id,make,model,year,cylinders,fuelType,city08,highway08,comb08,co2TailpipeGpm,barrels08,displ,drive,trany
13716,Dodge,Dakota Pickup 2WD,1997,4,Regular,18,23,20,444.35,16.4805,2.5,Rear-Wheel Drive,Manual 5-spd
13717,Dodge,Dakota Pickup 2WD,1997,6,Regular,15,19,16,555.4375,20.600625,3.9,Rear-Wheel Drive,Automatic 4-spd
13718,Dodge,Dakota Pickup 2WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,3.9,Rear-Wheel Drive,Manual 5-spd
13719,Dodge,Dakota Pickup 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,Rear-Wheel Drive,Automatic 4-spd
1372,Mercury,Marquis,1985,6,Regular,16,20,18,493.7222222,18.31166667,3.8,Rear-Wheel Drive,Automatic 3-spd
13720,Dodge,Dakota Pickup 2WD,1997,8,Regular,13,19,15,592.4666667,21.974,5.2,Rear-Wheel Drive,Manual 5-spd
13721,Dodge,Ram 1500 Pickup 2WD,1997,6,Regular,14,18,15,592.4666667,21.974,3.9,Rear-Wheel Drive,Automatic 4-spd
13722,Dodge,Ram 1500 Pickup 2WD,1997,6,Regular,14,20,16,555.4375,20.600625,3.9,Rear-Wheel Drive,Manual 5-spd
13723,Dodge,Ram 1500 Pickup 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,Rear-Wheel Drive,Automatic 4-spd
13724,Dodge,Ram 1500 Pickup 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,Rear-Wheel Drive,Manual 5-spd
13725,Dodge,Ram 1500 Pickup 2WD,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.9,Rear-Wheel Drive,Automatic 4-spd
13726,Ford,F150 Pickup 2WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,4.2,Rear-Wheel Drive,Automatic 4-spd
13727,Ford,F150 Pickup 2WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,4.2,Rear-Wheel Drive,Manual 5-spd
13728,Ford,F150 Pickup 2WD,1997,8,Regular,14,20,16,555.4375,20.600625,4.6,Rear-Wheel Drive,Automatic 4-spd
13729,Ford,F150 Pickup 2WD,1997,8,Regular,14,20,16,555.4375,20.600625,4.6,Rear-Wheel Drive,Manual 5-spd
1373,Oldsmobile,Cutlass Ciera,1985,6,Regular,16,24,19,467.7368421,17.34789474,3,Front-Wheel Drive,Automatic 3-spd
13730,Ford,F150 Pickup 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.4,Rear-Wheel Drive,Automatic 4-spd
13731,Ford,F250 Pickup 2WD,1997,8,Regular,14,18,15,592.4666667,21.974,4.6,Rear-Wheel Drive,Automatic 4-spd
13732,Ford,F250 Pickup 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,4.6,Rear-Wheel Drive,Manual 5-spd
13733,Ford,F250 Pickup 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.4,Rear-Wheel Drive,Automatic 4-spd
13734,Ford,Ranger Pickup 2WD,1997,4,Regular,18,23,20,444.35,16.4805,2.3,Rear-Wheel Drive,Automatic 4-spd
13735,Ford,Ranger Pickup 2WD,1997,4,Regular,21,24,22,403.9545455,14.98227273,2.3,Rear-Wheel Drive,Manual 5-spd
13736,Ford,Ranger Pickup 2WD,1997,6,Regular,15,21,17,522.7647059,19.38882353,3,Rear-Wheel Drive,Automatic 4-spd
13737,Ford,Ranger Pickup 2WD,1997,6,Regular,16,22,18,493.7222222,18.31166667,3,Rear-Wheel Drive,Manual 5-spd
13738,Ford,Ranger Pickup 2WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,4,Rear-Wheel Drive,Automatic 5-spd
13739,Ford,Ranger Pickup 2WD,1997,6,Regular,16,22,18,493.7222222,18.31166667,4,Rear-Wheel Drive,Manual 5-spd
1374,Oldsmobile,Cutlass Ciera,1985,6,Regular,15,23,18,493.7222222,18.31166667,3,Front-Wheel Drive,Automatic 4-spd
13740,GMC,Sierra 1500 2WD,1997,6,Regular,15,20,16,555.4375,20.600625,4.3,Rear-Wheel Drive,Automatic 4-spd
13741,GMC,Sierra 1500 2WD,1997,6,Regular,15,21,18,493.7222222,18.31166667,4.3,Rear-Wheel Drive,Manual 5-spd
13742,GMC,Sierra 1500 2WD,1997,8,Regular,14,19,16,555.4375,20.600625,5,Rear-Wheel Drive,Automatic 4-spd
13743,GMC,Sierra 1500 2WD,1997,8,Regular,14,19,15,592.4666667,21.974,5,Rear-Wheel Drive,Manual 5-spd
13744,GMC,Sierra 1500 2WD,1997,8,Regular,14,17,15,592.4666667,21.974,5.7,Rear-Wheel Drive,Automatic 4-spd
13745,GMC,Sierra 1500 2WD,1997,8,Regular,13,18,15,592.4666667,21.974,5.7,Rear-Wheel Drive,Manual 5-spd
13746,GMC,Sierra 2500 2WD,1997,8,Regular,14,17,15,592.4666667,21.974,5,Rear-Wheel Drive,Automatic 4-spd
13747,GMC,Sierra 2500 2WD,1997,8,Regular,14,19,15,592.4666667,21.974,5,Rear-Wheel Drive,Manual 5-spd
13748,GMC,Sierra 2500 2WD,1997,8,Regular,14,17,15,592.4666667,21.974,5.7,Rear-Wheel Drive,Automatic 4-spd
13749,GMC,Sierra 2500 2WD,1997,8,Regular,13,18,15,592.4666667,21.974,5.7,Rear-Wheel Drive,Manual 5-spd
1375,Oldsmobile,Cutlass Supreme,1985,6,Regular,16,22,18,493.7222222,18.31166667,3.8,Rear-Wheel Drive,Automatic 3-spd
13750,GMC,Sierra 2500 2WD,1997,8,Diesel,14,17,15,678.6666667,25.479,6.5,Rear-Wheel Drive,Automatic 4-spd
13751,Mazda,B2300/B3000/B4000 Pickup 2WD,1997,6,Regular,16,22,18,493.7222222,18.31166667,3,Rear-Wheel Drive,Manual 5-spd
13752,Mazda,B2300/B3000/B4000 Pickup 2WD,1997,4,Regular,18,23,20,444.35,16.4805,2.3,Rear-Wheel Drive,Automatic 4-spd
13753,Mazda,B2300/B3000/B4000 Pickup 2WD,1997,4,Regular,21,24,22,403.9545455,14.98227273,2.3,Rear-Wheel Drive,Manual 5-spd
13754,Mazda,B2300/B3000/B4000 Pickup 2WD,1997,6,Regular,15,21,17,522.7647059,19.38882353,3,Rear-Wheel Drive,Automatic 4-spd
13755,Mazda,B2300/B3000/B4000 Pickup 2WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,4,Rear-Wheel Drive,Automatic 5-spd
13756,Mazda,B2300/B3000/B4000 Pickup 2WD,1997,6,Regular,16,22,18,493.7222222,18.31166667,4,Rear-Wheel Drive,Manual 5-spd
13757,Toyota,T100 2WD,1997,4,Regular,17,21,19,467.7368421,17.34789474,2.7,Rear-Wheel Drive,Automatic 4-spd
13758,Toyota,T100 2WD,1997,4,Regular,17,22,18,493.7222222,18.31166667,2.7,Rear-Wheel Drive,Manual 5-spd
13759,Toyota,T100 2WD,1997,6,Regular,15,18,16,555.4375,20.600625,3.4,Rear-Wheel Drive,Automatic 4-spd
1376,Oldsmobile,Cutlass Supreme,1985,8,Regular,15,22,18,493.7222222,18.31166667,5,Rear-Wheel Drive,Automatic 4-spd
13760,Toyota,T100 2WD,1997,6,Regular,15,19,16,555.4375,20.600625,3.4,Rear-Wheel Drive,Manual 5-spd
13761,Chevrolet,K1500 Pickup 4WD,1997,6,Regular,14,18,15,592.4666667,21.974,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
13762,Chevrolet,K1500 Pickup 4WD,1997,6,Regular,14,18,15,592.4666667,21.974,4.3,4-Wheel or All-Wheel Drive,Manual 5-spd
13763,Chevrolet,K1500 Pickup 4WD,1997,8,Regular,13,17,14,634.7857143,23.54357143,5,4-Wheel or All-Wheel Drive,Automatic 4-spd
13764,Chevrolet,K1500 Pickup 4WD,1997,8,Regular,11,17,14,634.7857143,23.54357143,5,4-Wheel or All-Wheel Drive,Manual 5-spd
13765,Chevrolet,K1500 Pickup 4WD,1997,8,Regular,12,16,14,634.7857143,23.54357143,5.7,4-Wheel or All-Wheel Drive,Automatic 4-spd
13766,Chevrolet,K1500 Pickup 4WD,1997,8,Regular,11,17,13,683.6153846,25.35461538,5.7,4-Wheel or All-Wheel Drive,Manual 5-spd
13767,Chevrolet,K1500 Pickup 4WD,1997,8,Diesel,14,17,15,678.6666667,25.479,6.5,4-Wheel or All-Wheel Drive,Automatic 4-spd
13768,Chevrolet,S10 Pickup 4WD,1997,6,Regular,15,20,16,555.4375,20.600625,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
13769,Chevrolet,S10 Pickup 4WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,4.3,4-Wheel or All-Wheel Drive,Manual 5-spd
1377,Oldsmobile,Toronado,1985,8,Regular,15,21,17,522.7647059,19.38882353,5,Front-Wheel Drive,Automatic 4-spd
13770,Nissan,Truck 4WD,1997,4,Regular,15,18,16,555.4375,20.600625,2.4,4-Wheel or All-Wheel Drive,Manual 5-spd
13771,Dodge,Dakota Pickup 4WD,1997,6,Regular,14,17,15,592.4666667,21.974,3.9,4-Wheel or All-Wheel Drive,Automatic 4-spd
13772,Dodge,Dakota Pickup 4WD,1997,6,Regular,14,17,15,592.4666667,21.974,3.9,4-Wheel or All-Wheel Drive,Manual 5-spd
13773,Dodge,Dakota Pickup 4WD,1997,8,Regular,12,16,13,683.6153846,25.35461538,5.2,4-Wheel or All-Wheel Drive,Automatic 4-spd
13774,Dodge,Dakota Pickup 4WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,4-Wheel or All-Wheel Drive,Manual 5-spd
13775,Dodge,Ram 1500 Pickup 4WD,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.2,4-Wheel or All-Wheel Drive,Automatic 4-spd
13776,Dodge,Ram 1500 Pickup 4WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,4-Wheel or All-Wheel Drive,Manual 5-spd
13777,Dodge,Ram 1500 Pickup 4WD,1997,8,Regular,11,15,12,740.5833333,27.4675,5.9,4-Wheel or All-Wheel Drive,Automatic 4-spd
13778,Ford,F150 Pickup 4WD,1997,6,Regular,14,17,15,592.4666667,21.974,4.2,4-Wheel or All-Wheel Drive,Automatic 4-spd
13779,Ford,F150 Pickup 4WD,1997,6,Regular,15,18,16,555.4375,20.600625,4.2,4-Wheel or All-Wheel Drive,Manual 5-spd
1378,Plymouth,Caravelle,1985,4,Regular,19,23,21,423.1904762,15.69571429,2.2,Front-Wheel Drive,Automatic 3-spd
13780,Ford,F150 Pickup 4WD,1997,8,Regular,13,17,14,634.7857143,23.54357143,4.6,4-Wheel or All-Wheel Drive,Automatic 4-spd
13781,Ford,F150 Pickup 4WD,1997,8,Regular,14,17,15,592.4666667,21.974,4.6,4-Wheel or All-Wheel Drive,Manual 5-spd
13782,Ford,F150 Pickup 4WD,1997,8,Regular,12,16,13,683.6153846,25.35461538,5.4,4-Wheel or All-Wheel Drive,Automatic 4-spd
13783,Ford,F250 Pickup 4WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,4.6,4-Wheel or All-Wheel Drive,Automatic 4-spd
13784,Ford,F250 Pickup 4WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,4.6,4-Wheel or All-Wheel Drive,Manual 5-spd
13785,Ford,F250 Pickup 4WD,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.4,4-Wheel or All-Wheel Drive,Automatic 4-spd
13786,Ford,Ranger Pickup 4WD,1997,6,Regular,14,19,16,555.4375,20.600625,3,4-Wheel or All-Wheel Drive,Automatic 4-spd
13787,Ford,Ranger Pickup 4WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,3,4-Wheel or All-Wheel Drive,Manual 5-spd
13788,Ford,Ranger Pickup 4WD,1997,6,Regular,14,19,16,555.4375,20.600625,4,4-Wheel or All-Wheel Drive,Automatic 5-spd
13789,Ford,Ranger Pickup 4WD,1997,6,Regular,15,19,16,555.4375,20.600625,4,4-Wheel or All-Wheel Drive,Manual 5-spd
1379,Plymouth,Caravelle,1985,4,Premium,17,22,19,467.7368421,17.34789474,2.2,Front-Wheel Drive,Automatic 3-spd
13790,GMC,Sierra 1500 4WD,1997,6,Regular,14,18,15,592.4666667,21.974,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
13791,GMC,Sierra 1500 4WD,1997,6,Regular,14,19,16,555.4375,20.600625,4.3,4-Wheel or All-Wheel Drive,Manual 5-spd
13792,GMC,Sierra 1500 4WD,1997,8,Regular,13,17,14,634.7857143,23.54357143,5,4-Wheel or All-Wheel Drive,Automatic 4-spd
13793,GMC,Sierra 1500 4WD,1997,8,Regular,11,17,13,683.6153846,25.35461538,5,4-Wheel or All-Wheel Drive,Manual 5-spd
13794,GMC,Sierra 1500 4WD,1997,8,Regular,12,16,14,634.7857143,23.54357143,5.7,4-Wheel or All-Wheel Drive,Automatic 4-spd
13795,GMC,Sierra 1500 4WD,1997,8,Regular,11,17,13,683.6153846,25.35461538,5.7,4-Wheel or All-Wheel Drive,Manual 5-spd
13796,GMC,Sierra 1500 4WD,1997,8,Diesel,14,17,15,678.6666667,25.479,6.5,4-Wheel or All-Wheel Drive,Automatic 4-spd
13797,GMC,Sonoma 4WD,1997,6,Regular,15,20,16,555.4375,20.600625,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
13798,GMC,Sonoma 4WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,4.3,4-Wheel or All-Wheel Drive,Manual 5-spd
13799,Mazda,B2300/B3000/B4000 Pickup 4WD,1997,6,Regular,14,19,16,555.4375,20.600625,3,4-Wheel or All-Wheel Drive,Automatic 4-spd
138,Honda,Civic,1985,4,Regular,26,31,28,317.3928571,11.77178571,1.5,Front-Wheel Drive,Manual 5-spd
1380,Plymouth,Caravelle,1985,4,Regular,18,21,19,467.7368421,17.34789474,2.6,Front-Wheel Drive,Automatic 3-spd
13800,Mazda,B2300/B3000/B4000 Pickup 4WD,1997,6,Regular,15,20,17,522.7647059,19.38882353,3,4-Wheel or All-Wheel Drive,Manual 5-spd
13801,Mazda,B2300/B3000/B4000 Pickup 4WD,1997,6,Regular,14,19,16,555.4375,20.600625,4,4-Wheel or All-Wheel Drive,Automatic 5-spd
13802,Mazda,B2300/B3000/B4000 Pickup 4WD,1997,6,Regular,15,19,16,555.4375,20.600625,4,4-Wheel or All-Wheel Drive,Manual 5-spd
13803,Toyota,Tacoma 4WD,1997,4,Regular,16,20,18,493.7222222,18.31166667,2.7,4-Wheel or All-Wheel Drive,Automatic 4-spd
13804,Toyota,Tacoma 4WD,1997,4,Regular,16,20,18,493.7222222,18.31166667,2.7,4-Wheel or All-Wheel Drive,Manual 5-spd
13805,Toyota,Tacoma 4WD,1997,6,Regular,15,18,16,555.4375,20.600625,3.4,4-Wheel or All-Wheel Drive,Automatic 4-spd
13806,Toyota,Tacoma 4WD,1997,6,Regular,15,18,16,555.4375,20.600625,3.4,4-Wheel or All-Wheel Drive,Manual 5-spd
13807,Toyota,T100 4WD,1997,6,Regular,14,16,15,592.4666667,21.974,3.4,4-Wheel or All-Wheel Drive,Automatic 4-spd
13808,Toyota,T100 4WD,1997,6,Regular,15,17,16,555.4375,20.600625,3.4,4-Wheel or All-Wheel Drive,Manual 5-spd
13809,Chevrolet,Astro AWD (cargo),1997,6,Regular,15,20,16,555.4375,20.600625,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
1381,Plymouth,Gran Fury,1985,8,Premium,15,19,16,555.4375,20.600625,5.2,Rear-Wheel Drive,Automatic 3-spd
13810,Chevrolet,Astro 2WD (cargo),1997,6,Regular,15,21,17,522.7647059,19.38882353,4.3,Rear-Wheel Drive,Automatic 4-spd
13811,Chevrolet,Van 1500/2500 2WD,1997,6,Regular,14,17,15,592.4666667,21.974,4.3,Rear-Wheel Drive,Automatic 4-spd
13812,Chevrolet,Van 1500/2500 2WD,1997,8,Regular,13,17,14,634.7857143,23.54357143,5,Rear-Wheel Drive,Automatic 4-spd
13813,Chevrolet,Van 1500/2500 2WD,1997,8,Regular,13,17,15,592.4666667,21.974,5.7,Rear-Wheel Drive,Automatic 4-spd
13814,Dodge,B1500/B2500 Van 2WD,1997,6,Regular,14,16,15,592.4666667,21.974,3.9,Rear-Wheel Drive,Automatic 3-spd
13815,Dodge,B1500/B2500 Van 2WD,1997,8,Regular,11,14,12,740.5833333,27.4675,5.2,Rear-Wheel Drive,Automatic 3-spd
13816,Dodge,B1500/B2500 Van 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,Rear-Wheel Drive,Automatic 4-spd
13817,Dodge,B1500/B2500 Van 2WD,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.9,Rear-Wheel Drive,Automatic 4-spd
13818,Dodge,B3500 Van 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,Rear-Wheel Drive,Automatic 4-spd
13819,Dodge,B3500 Van 2WD,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.9,Rear-Wheel Drive,Automatic 4-spd
1382,Plymouth,Reliant,1985,4,Regular,18,23,20,444.35,16.4805,2.2,Front-Wheel Drive,Automatic 3-spd
13820,Ford,Aerostar Van,1997,6,Regular,15,21,17,522.7647059,19.38882353,3,Rear-Wheel Drive,Automatic 4-spd
13821,Ford,E150 Econoline 2WD,1997,6,Regular,14,18,15,592.4666667,21.974,4.2,Rear-Wheel Drive,Automatic 4-spd
13822,Ford,E150 Econoline 2WD,1997,8,Regular,14,18,15,592.4666667,21.974,4.6,Rear-Wheel Drive,Automatic 4-spd
13823,Ford,E150 Econoline 2WD,1997,8,Regular,11,17,13,683.6153846,25.35461538,5.4,Rear-Wheel Drive,Automatic 4-spd
13824,Ford,E250 Econoline 2WD,1997,6,Regular,12,17,14,634.7857143,23.54357143,4.2,Rear-Wheel Drive,Automatic 4-spd
13825,Ford,E250 Econoline 2WD,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.4,Rear-Wheel Drive,Automatic 4-spd
13826,GMC,Savana 1500/2500 2WD (cargo),1997,6,Regular,14,17,15,592.4666667,21.974,4.3,Rear-Wheel Drive,Automatic 4-spd
13827,GMC,Savana 1500/2500 2WD (cargo),1997,8,Regular,13,17,14,634.7857143,23.54357143,5,Rear-Wheel Drive,Automatic 4-spd
13828,GMC,Savana 1500/2500 2WD (cargo),1997,8,Regular,13,17,15,592.4666667,21.974,5.7,Rear-Wheel Drive,Automatic 4-spd
13829,GMC,Safari AWD (cargo),1997,6,Regular,15,20,16,555.4375,20.600625,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
1383,Plymouth,Reliant,1985,4,Regular,22,28,24,370.2916667,13.73375,2.2,Front-Wheel Drive,Manual 4-spd
13830,GMC,Safari 2WD (cargo),1997,6,Regular,15,21,17,522.7647059,19.38882353,4.3,Rear-Wheel Drive,Automatic 4-spd
13831,Chevrolet,Astro AWD (passenger),1997,6,Regular,14,17,15,592.4666667,21.974,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
13832,Chevrolet,Astro 2WD (passenger),1997,6,Regular,15,20,16,555.4375,20.600625,4.3,Rear-Wheel Drive,Automatic 4-spd
13833,Chevrolet,Express 1500/2500 2WD,1997,6,Regular,14,17,15,592.4666667,21.974,4.3,Rear-Wheel Drive,Automatic 4-spd
13834,Chevrolet,Express 1500/2500 2WD,1997,8,Regular,13,17,14,634.7857143,23.54357143,5,Rear-Wheel Drive,Automatic 4-spd
13835,Chevrolet,Express 1500/2500 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.7,Rear-Wheel Drive,Automatic 4-spd
13836,Dodge,B1500/B2500 Wagon 2WD,1997,6,Regular,14,16,14,634.7857143,23.54357143,3.9,Rear-Wheel Drive,Automatic 3-spd
13837,Dodge,B1500/B2500 Wagon 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,Rear-Wheel Drive,Automatic 4-spd
13838,Dodge,B1500/B2500 Wagon 2WD,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.9,Rear-Wheel Drive,Automatic 4-spd
13839,Dodge,B3500 Wagon 2WD,1997,8,Regular,11,14,12,740.5833333,27.4675,5.2,Rear-Wheel Drive,Automatic 4-spd
1384,Plymouth,Reliant,1985,4,Regular,21,31,25,355.48,13.1844,2.2,Front-Wheel Drive,Manual 5-spd
13840,Dodge,B3500 Wagon 2WD,1997,8,Regular,10,14,11,807.9090909,29.96454545,5.9,Rear-Wheel Drive,Automatic 4-spd
13841,Ford,Aerostar Wagon AWD,1997,6,Regular,13,17,15,592.4666667,21.974,4,4-Wheel or All-Wheel Drive,Automatic 5-spd
13842,Ford,Aerostar Wagon,1997,6,Regular,15,22,17,522.7647059,19.38882353,3,Rear-Wheel Drive,Automatic 4-spd
13843,Ford,Aerostar Wagon,1997,6,Regular,15,20,17,522.7647059,19.38882353,4,Rear-Wheel Drive,Automatic 5-spd
13844,Ford,E150 Club Wagon,1997,6,Regular,12,17,14,634.7857143,23.54357143,4.2,Rear-Wheel Drive,Automatic 4-spd
13845,Ford,E150 Club Wagon,1997,8,Regular,12,17,14,634.7857143,23.54357143,4.6,Rear-Wheel Drive,Automatic 4-spd
13846,Ford,E150 Club Wagon,1997,8,Regular,11,16,13,683.6153846,25.35461538,5.4,Rear-Wheel Drive,Automatic 4-spd
13847,GMC,Savana 1500/2500 2WD (passenger),1997,6,Regular,14,17,15,592.4666667,21.974,4.3,Rear-Wheel Drive,Automatic 4-spd
13848,GMC,Savana 1500/2500 2WD (passenger),1997,8,Regular,13,17,14,634.7857143,23.54357143,5,Rear-Wheel Drive,Automatic 4-spd
13849,GMC,Savana 1500/2500 2WD (passenger),1997,8,Regular,12,17,14,634.7857143,23.54357143,5.7,Rear-Wheel Drive,Automatic 4-spd
1385,Plymouth,Reliant,1985,4,Regular,22,31,25,355.48,13.1844,2.2,Front-Wheel Drive,Manual 5-spd
13850,GMC,Safari AWD (passenger),1997,6,Regular,14,17,15,592.4666667,21.974,4.3,4-Wheel or All-Wheel Drive,Automatic 4-spd
13851,GMC,Safari 2WD (passenger),1997,6,Regular,15,20,16,555.4375,20.600625,4.3,Rear-Wheel Drive,Automatic 4-spd
13852,Toyota,Previa,1997,4,Regular,16,20,17,522.7647059,19.38882353,2.4,Rear-Wheel Drive,Automatic 4-spd
13853,Toyota,Previa All-Trac,1997,4,Regular,15,19,17,522.7647059,19.38882353,2.4,4-Wheel or All-Wheel Drive,Automatic 4-spd
13854,Volkswagen,Eurovan Camper,1997,6,Regular,13,17,14,634.7857143,23.54357143,2.8,Front-Wheel Drive,Automatic 4-spd
13855,Chevrolet,Blazer 2WD,1997,6,Regular,15,21,17,522.7647059,19.38882353,4.3,Rear-Wheel Drive,Automatic 4-spd
13856,Chevrolet,Blazer 2WD,1997,6,Regular,16,23,19,467.7368421,17.34789474,4.3,Rear-Wheel Drive,Manual 5-spd
13857,Chevrolet,Suburban 1500 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.7,Rear-Wheel Drive,Automatic 4-spd
13858,Chevrolet,Tahoe 1500 2WD,1997,8,Regular,14,17,15,592.4666667,21.974,5.7,Rear-Wheel Drive,Automatic 4-spd
13859,Chevrolet,Venture 2WD,1997,6,Regular,16,23,19,467.7368421,17.34789474,3.4,Front-Wheel Drive,Automatic 4-spd
1386,Plymouth,Reliant,1985,4,Regular,19,24,21,423.1904762,15.69571429,2.2,Front-Wheel Drive,Automatic 3-spd
13860,Nissan,Pathfinder 2WD,1997,6,Regular,15,18,16,555.4375,20.600625,3.3,Rear-Wheel Drive,Automatic 4-spd
13861,Nissan,Pathfinder 2WD,1997,6,Regular,15,18,16,555.4375,20.600625,3.3,Rear-Wheel Drive,Manual 5-spd
13862,Nissan,Quest,1997,6,Regular,15,22,18,493.7222222,18.31166667,3,Front-Wheel Drive,Automatic 4-spd
13863,Chrysler,Town and Country 2WD,1997,6,Regular,15,22,18,493.7222222,18.31166667,3.3,Front-Wheel Drive,Automatic 4-spd
13864,Chrysler,Town and Country 2WD,1997,6,Regular,15,22,18,493.7222222,18.31166667,3.8,Front-Wheel Drive,Automatic 4-spd
13865,Dodge,Caravan/Grand Caravan 2WD,1997,4,Regular,18,23,20,444.35,16.4805,2.4,Front-Wheel Drive,Automatic 3-spd
13866,Dodge,Caravan/Grand Caravan 2WD,1997,4,Regular,16,23,19,467.7368421,17.34789474,2.4,Front-Wheel Drive,Automatic 4-spd
13867,Dodge,Caravan/Grand Caravan 2WD,1997,6,Regular,17,22,19,467.7368421,17.34789474,3,Front-Wheel Drive,Automatic 3-spd
13868,Dodge,Caravan/Grand Caravan 2WD,1997,6,Regular,16,22,18,493.7222222,18.31166667,3.3,Front-Wheel Drive,Automatic 4-spd
13869,Dodge,Caravan/Grand Caravan 2WD,1997,6,Regular,15,22,18,493.7222222,18.31166667,3.8,Front-Wheel Drive,Automatic 4-spd
1387,Plymouth,Reliant,1985,4,Regular,18,21,19,467.7368421,17.34789474,2.6,Front-Wheel Drive,Automatic 3-spd
13870,Jeep,Grand Cherokee 2WD,1997,6,Regular,14,20,16,555.4375,20.600625,4,Rear-Wheel Drive,Automatic 4-spd
13871,Jeep,Grand Cherokee 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.2,Rear-Wheel Drive,Automatic 4-spd
13872,Ford,Expedition 2WD,1997,8,Regular,14,18,15,592.4666667,21.974,4.6,Rear-Wheel Drive,Automatic 4-spd
13873,Ford,Expedition 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5.4,Rear-Wheel Drive,Automatic 4-spd
13874,Ford,Explorer 2WD,1997,6,Regular,14,19,16,555.4375,20.600625,4,Rear-Wheel Drive,Automatic 5-spd
13875,Ford,Explorer 2WD,1997,6,Regular,14,18,15,592.4666667,21.974,4,Rear-Wheel Drive,Automatic 5-spd
13876,Ford,Explorer 2WD,1997,6,Regular,16,22,18,493.7222222,18.31166667,4,Rear-Wheel Drive,Manual 5-spd
13877,Ford,Explorer 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5,Rear-Wheel Drive,Automatic 4-spd
13878,Ford,Windstar FWD Van,1997,6,Regular,15,23,18,493.7222222,18.31166667,3,Front-Wheel Drive,Automatic 4-spd
13879,Ford,Windstar FWD Van,1997,6,Regular,15,21,17,522.7647059,19.38882353,3.8,Front-Wheel Drive,Automatic 4-spd
1388,Pontiac,Bonneville,1985,6,Regular,16,22,18,493.7222222,18.31166667,3.8,Rear-Wheel Drive,Automatic 3-spd
13880,Ford,Windstar FWD Wagon,1997,6,Regular,15,23,18,493.7222222,18.31166667,3,Front-Wheel Drive,Automatic 4-spd
13881,Ford,Windstar FWD Wagon,1997,6,Regular,15,21,17,522.7647059,19.38882353,3.8,Front-Wheel Drive,Automatic 4-spd
13882,Kia,Sportage 2WD,1997,4,Regular,17,20,18,493.7222222,18.31166667,2,Rear-Wheel Drive,Automatic 4-spd
13883,Kia,Sportage 2WD,1997,4,Regular,17,20,18,493.7222222,18.31166667,2,Rear-Wheel Drive,Manual 5-spd
13884,Mercury,Mountaineer 2WD,1997,8,Regular,12,17,14,634.7857143,23.54357143,5,Rear-Wheel Drive,Automatic 4-spd
13885,Mercury,Villager FWD Van,1997,6,Regular,16,21,18,493.7222222,18.31166667,3,Front-Wheel Drive,Automatic 4-spd
13886,Mercury,Villager FWD Wagon,1997,6,Regular,16,21,18,493.7222222,18.31166667,3,Front-Wheel Drive,Automatic 4-spd
13887,Geo,Tracker Convertible 2WD,1997,4,Regular,21,22,21,423.1904762,15.69571429,1.6,Rear-Wheel Drive,Automatic 3-spd
13888,Geo,Tracker Convertible 2WD,1997,4,Regular,21,24,22,403.9545455,14.98227273,1.6,Rear-Wheel Drive,Manual 5-spd
